split,instance_id,sub_string
train,conan-io__conan-2380,"Generate new profiles file with same structure as conan profile show
To help us debug your issue ple"
train,conan-io__conan-2404,"Improve tools.vs_installation_path with VSXX.0COMNTOOLS env variable
To help us debug your issue ple"
train,conan-io__conan-2412,"Optionally Skip Testing When Cross Building
I am cross compiling libraries with test_packages which "
train,conan-io__conan-2416,"Conan client say ""Binary for xxxx not in remote:"" when it's a 500 error
To help us debug your issue "
train,conan-io__conan-2419,"'install_folder' attribute is not always set
To reproduce, take https://github.com/memsharded/conan-"
train,conan-io__conan-242,"conan copy fails if no packages exist
as os.listdir() in manager.pyL354 does not exist

"
train,conan-io__conan-2424,"CMake Helper Enhancement - Implicit Addition of Known CLI Build Flags
A number of users and recipe's"
train,conan-io__conan-2425,"Question: What does ""ERROR: . [Remote: ci]"" mean?
To help us debug your issue please explain:

- ["
train,conan-io__conan-243,"add list of packages to conanbuildinfo.cmake

"
train,conan-io__conan-2430,"Wrong help description for profile parameter in conan profile
To help us debug your issue please exp"
train,conan-io__conan-2431,"CMake() build helper should also use CONAN_MAKE_PROGRAM
This is a feature request. CMAKE_MAKE_PROGRA"
train,conan-io__conan-2432,"CONAN_RUN_TEST: getenv available in recipes for a checker to run unit tests

"
train,conan-io__conan-2435,"Detect should show a warning about libcxx compatibility
To help us debug your issue please explain:"
train,conan-io__conan-2448,"SIGINT handler returns 0, should return non-zero
Can you return a non-zero exit code when SIGINT is "
train,conan-io__conan-2452,[Enhancement] Output of `conan config install` exposes preconfigured URL (which may include a passwo
train,conan-io__conan-2458,"CMake Helper Enhancement - Implicit Addition of Known CLI Build Flags
A number of users and recipe's"
train,conan-io__conan-2459,"Removing config section via API not effective during subsequent calls
Environment:

* Windows 7/10"
train,conan-io__conan-2468,"conan config install https://... fails when conan_server's certificate is self-signed
Hello,

I am"
train,conan-io__conan-247,"TypeError: startswith first arg must be bytes or a tuple of bytes, not str when installing on python"
train,conan-io__conan-2483,"Remove conan-transit as default remote

"
train,conan-io__conan-2486,"Consider setting for C++ std
Compiling the same source code, with the same compiler and version, act"
train,conan-io__conan-2487,"Conan on Mac can't recognize compiler correctly
Hello, 
https://travis-ci.org/procxx/kepka/jobs/322"
train,conan-io__conan-2493,"Make installation of system packages in system_requirements() optional
Feature request: It would be "
train,conan-io__conan-2495,"imports/copy question
Suppose I have
```
x86
  vc15
    bin
      opencv_core310.dll 
      .."
train,conan-io__conan-250,"Improper CMake generator string
Currently, the generator string passed to CMake is formatted like th"
train,conan-io__conan-2504,"Conan server can't be setup in the subdirectory of a domain
I want to run Conan at, say, `https://ex"
train,conan-io__conan-2510,"Message with package ID ""Can't find a XXX package for the specified settings""
To help us debug your "
train,conan-io__conan-2518,"[question] export-pkg use of attributes in_local_cache and develop

With conan 1.0.4, when invoking"
train,conan-io__conan-2525,"cmake compiler check do not recognize compiler in cross build (Windows to Android)
With Conan 1.0.4,"
train,conan-io__conan-2529,"Visual Build tools doesn't include devenv
So, we need a way, as consumers, to specify that we don't "
train,conan-io__conan-2533,"Make self.user and self.channel available in test_package
Right now, they are not defined while test"
train,conan-io__conan-2540,"AutotoolsBuildEnvironment adjusting gnueabi in triplet for x86
To help us debug your issue please ex"
train,conan-io__conan-2546,"output errors for invalid platforms
- [x] Refer to the issue that supports this Pull Request.
Close"
train,conan-io__conan-2555,"CMake generator creates invalid CMake files if cflags/linker flags have backslashes
To help us debug"
train,conan-io__conan-2561,"[bug] conan profile update not working for env section
When trying to update a value for an existing"
train,conan-io__conan-2563,"conan-libiconv failing when using short_paths = True due to permission problems in c:\.conan
To help"
train,conan-io__conan-2570,"Windows installer linter warnings
To help us debug your issue please explain:

- [x] I've read the"
train,conan-io__conan-2581,"Add config to specify client certificate to connect to SSL server
Conan uses the ""cacert"" file insta"
train,conan-io__conan-2592,"conan search gives AttributeError: 'UserIO' object has no attribute 'warn'
Version: 1.1.1
OS: Linux"
train,conan-io__conan-2599,"Linter of deploy() self.copy_deps
When using `copy_deps` in deploy, exporting:

```
Linter warnin"
train,conan-io__conan-2600,"Provide a separate step for 2 step build systems such as CMake and AutoTools
As discussed in #2470, "
train,conan-io__conan-2602,"Conan running on ARM device: detected arch issues
When running conan in an ARM device the `detected_"
train,conan-io__conan-2608,"tools.vcvars() should be a no-op when not using windows and visual studio
This way you can wrap all "
train,conan-io__conan-2611,"GPL question
To help us debug your issue please explain:

- [X] I've read the [CONTRIBUTING guide]"
train,conan-io__conan-2614,"CONAN_PRINT_RUN_COMMANDS=1 leads to TypeError exception under python 2.7
Consider the following test"
train,conan-io__conan-263,"Support for gcc 6.1 and clang 3.8
I've tried building the sample project in the Getting started sect"
train,conan-io__conan-2633,"Inverted arguments order when calling 'conan install'
Hi, while experimenting, I've seen that this f"
train,conan-io__conan-2634,"Download command switch to just download the recipe.
Hi guys, congrats on getting 1.0 out!

I thin"
train,conan-io__conan-2637,"conan search <reference> for recipe without binary packages
In case there is a recipe without binary"
train,conan-io__conan-2639,"conan user -r=remote shows all the user, not the one for the given remote
To help us debug your issu"
train,conan-io__conan-2646,"Clang 6.0 implications in cppstd flags
We have added to the `settings.yml` clang 6.0, but we have to"
train,conan-io__conan-2653,"MSBuild() improvements
- The `msbuild` command can receive a `/p:ForceImportBeforeCppTargets={ABS_PA"
train,conan-io__conan-2659,"Python reuse code in package_info() method fails importing module
To help us debug your issue please"
train,conan-io__conan-2672,"Add a flag forbidding upload if recipe was changed
Hello,

I'm using Conan 1.0.4.

It would be u"
train,conan-io__conan-2679,"Generated conanfile.py should comply with PEP8 and be friendly to static code analyzers
As of 1.1.1,"
train,conan-io__conan-2682,"cmake related variables
should resolve #2671 
"
train,conan-io__conan-2704,"compiler_args generator produced incorrect setting
I'm using `compiler_args` generator in one of my "
train,conan-io__conan-2705,"Apple-clang 9.1 not supported
Please, add apple-clang 9.1 to supported platform. I had problem with "
train,conan-io__conan-2708,"Non interactive mode also prevents prompt from `conan user`
The new non interactive mode also preven"
train,conan-io__conan-2709,"Escaping espaces for defines in cmake generator
Comes from: https://github.com/conan-io/cmake-conan/"
train,conan-io__conan-2717,"AutoToolsBuildEnvironment improvements
1. Should AutoToolsBuildEnvironment.configure adjust --prefix"
train,conan-io__conan-272,"C++11 and -isystem
Hello !

I am doing some tests with conan, CMake and Corss Compilation for ARM (w"
train,conan-io__conan-2723,"Add a way to configure timeout for downloading files from a remote
We had a few jobs get stuck in do"
train,conan-io__conan-2728,"Issues with the JSON created by conan create
Conan version: 1.2.0

Command: `conan create --json ."
train,conan-io__conan-275,"Utilities to set MSVC environment from conanfiles
Not big issue, but something that handles the typi"
train,conan-io__conan-276,"Multiple licenses in a single package
The Beast library is available under the Boost license (https:"
train,conan-io__conan-2762,"KeyError USERDOMAIN on `conan install`
We have at least two machines for which `conan install` error"
train,conan-io__conan-2763,"[bug] Linter ""Unable to import"" warning when importing a shared Python Conan package in the build() "
train,conan-io__conan-2765,"Add -ks as an alias for --keep-source
You already have:
`-kb` for `--keep-build`
`-if` for `--inst"
train,conan-io__conan-2770,"Make clear when paths and references may be used as positional arguments on the command line
Here's "
train,conan-io__conan-2776,"Useless warning when calling conan package
Conan version: `1.2.3`
With the command:
```
conan pac"
train,conan-io__conan-278,"Packages should include licensing information
Some projects cannot operate with specific licenses an"
train,conan-io__conan-2784,"Wrong option value for local flow install + build 
Conan 1.2

```python
options = {
        ""foo"
train,conan-io__conan-2788,"Conan create in python API doesn't keep curdir
With dev-conan version.
If you run `api.create(...)`"
train,conan-io__conan-2793,"tools.os_info.detect_windows_subsystem() should not raise
To help us debug your issue please explain"
train,conan-io__conan-2794,"upload --no-overwrite option doesn't work if the package doesn't exists remotely
While the new `--no"
train,conan-io__conan-2797,"Invalid formatting of libdir/includedir in pkg_config generator [bug]
Version: conan-1.2.3
OS: Linu"
train,conan-io__conan-2798,"[bug] MSYS2 is not properly detected as Windows
While working on #2568 I tested conan with MSYS2. To"
train,conan-io__conan-2812,"Suggestion: Add CMake build_types f.e.: RelWithDebInfo to default settings.yml
Hi,

is it possible"
train,conan-io__conan-2813,"Allow None as subsettings in settings.yml
They shouldn't need definition in command line or profiles"
